Time,Displacement,Force,Cycle count
"4.8400","20.17492","0.78583","0.0000"
"4.8600","20.25828","0.78716","0.0000"
"4.8800","20.34163","0.78833","0.0000"
"4.9000","20.42499","0.79111","0.0000"
"4.9200","20.50834","0.78890","0.0000"
"4.9400","20.59165","0.79000","0.0000"
"4.9600","20.67506","0.79168","0.0000"
"4.9800","20.75842","0.79329","0.0000"
"5.0000","20.84172","0.79480","0.0000"
"5.0200","20.92501","0.79397","0.0000"
"5.0400","21.00837","0.79452","0.0000"
"5.0600","21.09167","0.79712","0.0000"
"5.0800","21.17497","0.79806","0.0000"
"5.1000","21.25833","0.79910","0.0000"
"5.1200","21.34163","0.80135","0.0000"
"5.1400","21.42498","0.80287","0.0000"
"5.1600","21.50828","0.80463","0.0000"
"5.1800","21.59159","0.80332","0.0000"
"5.2000","21.67494","0.80293","0.0000"
"5.2200","21.75830","0.80777","0.0000"
"5.2400","21.84171","0.80946","0.0000"
"5.2600","21.92501","0.81178","0.0000"
"5.2800","22.00837","0.81395","0.0000"
"5.3000","22.09161","0.81213","0.0000"
"5.3200","22.17497","0.81296","0.0000"
"5.3400","22.25833","0.81625","0.0000"
"5.3600","22.34163","0.81697","0.0000"
"5.3800","22.42498","0.81437","0.0000"
"5.4000","22.50828","0.81446","0.0000"
"5.4200","22.59170","0.81317","0.0000"
"5.4400","22.67500","0.81530","0.0000"
"5.4600","22.75835","0.81673","0.0000"
"5.4800","22.84171","0.81769","0.0000"
"5.5000","22.92507","0.82013","0.0000"
"5.5200","23.00836","0.82090","0.0000"
"5.5400","23.09167","0.82220","0.0000"
"5.5600","23.17502","0.82281","0.0000"
"5.5800","23.25832","0.82253","0.0000"
"5.6000","23.34162","0.82319","0.0000"
"5.6200","23.42504","0.82508","0.0000"
"5.6400","23.50834","0.82598","0.0000"
"5.6600","23.59163","0.82675","0.0000"
"5.6800","23.67499","0.82798","0.0000"
"5.7000","23.75829","0.83018","0.0000"
"5.7200","23.84165","0.82987","0.0000"
"5.7400","23.92501","0.83120","0.0000"
"5.7600","24.00830","0.83263","0.0000"
"5.7800","24.09166","0.83178","0.0000"
"5.8000","24.17502","0.83393","0.0000"
"5.8200","24.25832","0.83371","0.0000"
"5.8400","24.34168","0.83517","0.0000"
"5.8600","24.42498","0.83685","0.0000"
"5.8800","24.50833","0.83729","0.0000"
"5.9000","24.59169","0.83906","0.0000"
"5.9200","24.67505","0.84039","0.0000"
"5.9400","24.75834","0.84066","0.0000"
"5.9600","24.84170","0.83987","0.0000"
"5.9800","24.92500","0.84224","0.0000"
"6.0000","25.00836","0.84330","0.0000"
"6.0200","25.09166","0.84445","0.0000"
"6.0400","25.17502","0.84568","0.0000"
"6.0600","25.25832","0.84534","0.0000"
"6.0800","25.34167","0.84618","0.0000"
"6.1000","25.42497","0.84527","0.0000"
"6.1200","25.50833","0.84620","0.0000"
"6.1400","25.59163","0.84703","0.0000"
"6.1600","25.67493","0.84964","0.0000"
"6.1800","25.75829","0.85031","0.0000"
"6.2000","25.84164","0.85170","0.0000"
"6.2200","25.92494","0.85174","0.0000"
"6.2400","26.00836","0.85062","0.0000"
"6.2600","26.09171","0.85188","0.0000"
"6.2800","26.17507","0.85422","0.0000"
"6.3000","26.25837","0.85458","0.0000"
"6.3200","26.34167","0.85462","0.0000"
"6.3400","26.42497","0.85612","0.0000"
"6.3600","26.50821","0.85656","0.0000"
"6.3800","26.59163","0.85884","0.0000"
"6.4000","26.67498","0.85882","0.0000"
"6.4200","26.75828","0.85744","0.0000"
"6.4400","26.84158","0.86037","0.0000"
"6.4600","26.92499","0.86226","0.0000"
"6.4800","27.00835","0.86290","0.0000"
"6.5000","27.09165","0.86202","0.0000"
"6.5200","27.17501","0.86158","0.0000"
"6.5400","27.25837","0.86206","0.0000"
"6.5600","27.34167","0.86523","0.0000"
"6.5800","27.42502","0.86722","0.0000"
"6.6000","27.50832","0.86862","0.0000"
"6.6200","27.59162","0.86913","0.0000"
"6.6400","27.67498","0.86892","0.0000"
"6.6600","27.75828","0.87019","0.0000"
"6.6800","27.84164","0.87185","0.0000"
"6.7000","27.92493","0.87387","0.0000"
"6.7200","28.00823","0.87299","0.0000"
"6.7400","28.09165","0.87518","0.0000"
"6.7600","28.17506","0.87604","0.0000"
"6.7800","28.25836","0.87520","0.0000"
"6.8000","28.34166","0.87610","0.0000"
"6.8200","28.42502","0.87874","0.0000"
"6.8400","28.50838","0.87880","0.0000"
"6.8600","28.59167","0.88068","0.0000"
"6.8800","28.67503","0.87873","0.0000"
"6.9000","28.75833","0.87989","0.0000"
"6.9200","28.84169","0.88329","0.0000"
"6.9400","28.92499","0.88118","0.0000"
"6.9600","29.00834","0.88408","0.0000"
"6.9800","29.09165","0.88560","0.0000"
"7.0000","29.17500","0.88670","0.0000"
"7.0200","29.25836","0.88971","0.0000"
"7.0400","29.34177","0.88861","0.0000"
"7.0600","29.42507","0.88878","0.0000"
"7.0800","29.50831","0.89097","0.0000"
"7.1000","29.59162","0.89114","0.0000"
"7.1200","29.67497","0.89175","0.0000"
"7.1400","29.75827","0.89509","0.0000"
"7.1600","29.84163","0.89241","0.0000"
"7.1800","29.92499","0.89446","0.0000"
"7.2000","30.00828","0.89646","0.0000"
"7.2020","30.01656","0.89644","0.5000"
"7.2040","30.02483","0.89641","0.5000"
"7.2240","30.04931","0.83890","0.5000"
"7.2440","29.96272","0.73423","0.5000"
"7.2640","29.84061","0.77085","0.5000"
"7.2840","29.72399","0.85734","0.5000"
"7.3040","29.61887","0.89215","0.5000"
"7.3240","29.52203","0.89649","0.5000"
"7.3440","29.43040","0.87649","0.5000"
"7.3640","29.34189","0.86756","0.5000"
"7.3840","29.25536","0.86243","0.5000"
"7.4040","29.17007","0.84983","0.5000"
"7.4240","29.08547","0.85119","0.5000"
"7.4440","29.00126","0.84437","0.5000"
"7.4640","28.91751","0.84029","0.5000"
"7.4840","28.83387","0.83967","0.5000"
"7.5040","28.75034","0.83506","0.5000"
"7.5240","28.66687","0.83272","0.5000"
"7.5440","28.58346","0.82924","0.5000"
"7.5640","28.50004","0.82358","0.5000"
"7.5840","28.41669","0.82194","0.5000"
"7.6040","28.33333","0.81906","0.5000"
"7.6240","28.25003","0.81635","0.5000"
"7.6440","28.16668","0.81681","0.5000"
"7.6640","28.08343","0.81175","0.5000"
"7.6840","28.00002","0.80713","0.5000"
"7.7040","27.91666","0.80770","0.5000"
"7.7240","27.83330","0.80021","0.5000"
"7.7440","27.74995","0.79900","0.5000"
"7.7640","27.66665","0.80058","0.5000"
"7.7840","27.58329","0.79226","0.5000"
"7.8040","27.49988","0.79440","0.5000"
"7.8240","27.41664","0.79046","0.5000"
"7.8440","27.33328","0.78566","0.5000"
"7.8640","27.24998","0.78803","0.5000"
"7.8840","27.16668","0.78266","0.5000"
"7.9040","27.08332","0.78249","0.5000"
"7.9240","27.00002","0.78255","0.5000"
"7.9440","26.91672","0.77746","0.5000"
"7.9640","26.83337","0.77689","0.5000"
"7.9840","26.75001","0.77638","0.5000"
"8.0040","26.66665","0.77177","0.5000"
"8.0240","26.58324","0.76942","0.5000"
"8.0440","26.49994","0.76730","0.5000"
"8.0640","26.41664","0.76317","0.5000"
"8.0840","26.33328","0.76126","0.5000"
"8.1040","26.24998","0.75909","0.5000"
"8.1240","26.16668","0.75707","0.5000"
"8.1440","26.08338","0.75655","0.5000"
"8.1640","26.00003","0.75389","0.5000"
"8.1840","25.91672","0.75272","0.5000"
"8.2040","25.83331","0.74980","0.5000"
"8.2240","25.74995","0.74723","0.5000"
"8.2440","25.66660","0.74491","0.5000"
"8.2640","25.58330","0.74406","0.5000"
"8.2840","25.49988","0.74075","0.5000"
"8.3040","25.41658","0.74041","0.5000"
"8.3240","25.33329","0.73743","0.5000"
"8.3440","25.24993","0.73259","0.5000"
"8.3640","25.16663","0.73267","0.5000"
"8.3840","25.08333","0.73197","0.5000"
"8.4040","24.99997","0.72983","0.5000"
"8.4240","24.91673","0.72693","0.5000"
"8.4440","24.83337","0.72510","0.5000"
"8.4640","24.75002","0.72265","0.5000"
"8.4840","24.66671","0.72252","0.5000"
"8.5040","24.58330","0.71984","0.5000"
"8.5240","24.50000","0.71955","0.5000"
"8.5440","24.41670","0.71651","0.5000"
"8.5640","24.33329","0.71279","0.5000"
"8.5840","24.24999","0.71154","0.5000"
"8.6040","24.16663","0.70965","0.5000"
"8.6240","24.08333","0.70964","0.5000"
"8.6440","24.00003","0.70685","0.5000"
"8.6640","23.91668","0.70668","0.5000"
"8.6840","23.83332","0.70485","0.5000"
"8.7040","23.75002","0.69999","0.5000"
"8.7240","23.66672","0.69636","0.5000"
"8.7440","23.58336","0.69456","0.5000"
"8.7640","23.49995","0.69360","0.5000"
"8.7840","23.41665","0.69209","0.5000"
"8.8040","23.33329","0.69046","0.5000"
"8.8240","23.24994","0.68881","0.5000"
"8.8440","23.16658","0.68814","0.5000"
"8.8640","23.08328","0.68306","0.5000"
"8.8840","22.99992","0.68143","0.5000"
"8.9040","22.91668","0.68249","0.5000"
"8.9240","22.83332","0.67959","0.5000"
"8.9440","22.75002","0.67854","0.5000"
"8.9640","22.66667","0.67786","0.5000"
"8.9840","22.58336","0.67342","0.5000"
"9.0040","22.49995","0.67221","0.5000"
"9.0240","22.41665","0.67212","0.5000"
"9.0440","22.33329","0.66947","0.5000"
"9.0640","22.24999","0.66979","0.5000"
"9.0840","22.16664","0.66574","0.5000"
"9.1040","22.08334","0.66249","0.5000"
"9.1240","21.99998","0.66099","0.5000"
"9.1440","21.91663","0.65848","0.5000"
"9.1640","21.83332","0.65966","0.5000"
"9.1840","21.75002","0.65688","0.5000"
"9.2040","21.66673","0.65542","0.5000"
"9.2240","21.58337","0.65341","0.5000"
"9.2440","21.50001","0.65083","0.5000"
"9.2640","21.41665","0.64872","0.5000"
"9.2840","21.33330","0.64717","0.5000"
"9.3040","21.25000","0.64457","0.5000"
"9.3240","21.16664","0.64462","0.5000"
"9.3440","21.08328","0.64227","0.5000"
"9.3640","20.99993","0.63867","0.5000"
"9.3840","20.91663","0.63784","0.5000"
"9.4040","20.83333","0.63426","0.5000"
"9.4240","20.74997","0.63451","0.5000"
"9.4440","20.66667","0.63350","0.5000"
"9.4640","20.58337","0.63204","0.5000"
"9.4840","20.50001","0.62947","0.5000"
"9.5040","20.41666","0.62621","0.5000"
"9.5240","20.33336","0.62454","0.5000"
"9.5440","20.25006","0.62316","0.5000"
"9.5640","20.16670","0.62113","0.5000"
"9.5840","20.08335","0.61928","0.5000"
"9.6040","19.99993","0.61630","0.5000"
"9.6240","19.91663","0.61522","0.5000"
"9.6440","19.83328","0.61409","0.5000"
"9.6640","19.74997","0.61276","0.5000"
"9.6840","19.66668","0.61254","0.5000"
"9.7040","19.58338","0.60982","0.5000"
"9.7240","19.50002","0.60653","0.5000"
"9.7440","19.41672","0.60706","0.5000"
"9.7640","19.33331","0.60339","0.5000"
"9.7840","19.25001","0.60123","0.5000"
"9.8040","19.16665","0.60045","0.5000"
"9.8240","19.08329","0.59690","0.5000"
"9.8440","18.99999","0.59582","0.5000"
"9.8640","18.91664","0.59383","0.5000"
"9.8840","18.83328","0.59128","0.5000"
"9.9040","18.74998","0.59073","0.5000"
"9.9240","18.66662","0.58957","0.5000"
"9.9440","18.58332","0.58648","0.5000"
"9.9640","18.50002","0.58520","0.5000"
"9.9840","18.41667","0.58384","0.5000"
"10.0040","18.33337","0.58160","0.5000"
"10.0240","18.25001","0.58107","0.5000"
"10.0440","18.16671","0.58022","0.5000"
"10.0640","18.08335","0.57674","0.5000"
"10.0840","17.99994","0.57598","0.5000"
"10.1040","17.91658","0.57562","0.5000"
"10.1240","17.83328","0.57153","0.5000"
"10.1440","17.74993","0.57087","0.5000"
"10.1640","17.66662","0.56920","0.5000"
"10.1840","17.58333","0.56771","0.5000"
"10.2040","17.49997","0.56574","0.5000"
"10.2240","17.41667","0.56321","0.5000"
"10.2440","17.33331","0.56129","0.5000"
"10.2640","17.25001","0.55925","0.5000"
"10.2840","17.16665","0.55766","0.5000"
"10.3040","17.08330","0.55575","0.5000"
"10.3240","16.99994","0.55498","0.5000"
"10.3440","16.91664","0.55234","0.5000"
"10.3640","16.83328","0.55074","0.5000"
"10.3840","16.74998","0.54972","0.5000"
"10.4040","16.66663","0.54665","0.5000"
"10.4240","16.58333","0.54479","0.5000"
"10.4440","16.50003","0.54221","0.5000"
"10.4640","16.41673","0.53984","0.5000"
"10.4840","16.33343","0.53905","0.5000"
"10.5040","16.25007","0.53792","0.5000"
"10.5240","16.16666","0.53435","0.5000"
"10.5440","16.08330","0.53266","0.5000"
"10.5640","15.99994","0.53263","0.5000"
"10.5840","15.91659","0.53231","0.5000"
"10.6040","15.83329","0.52912","0.5000"
"10.6240","15.74993","0.52583","0.5000"
"10.6440","15.66663","0.52409","0.5000"
"10.6640","15.58333","0.52081","0.5000"
"10.6840","15.50003","0.51977","0.5000"
"10.7040","15.41668","0.51932","0.5000"
"10.7240","15.33338","0.51646","0.5000"
"10.7440","15.25008","0.51476","0.5000"
"10.7640","15.16672","0.51258","0.5000"
"10.7840","15.08331","0.51020","0.5000"
"10.8040","14.99995","0.50961","0.5000"
"10.8240","14.91665","0.50854","0.5000"
"10.8440","14.83329","0.50474","0.5000"
"10.8640","14.74999","0.50298","0.5000"
"10.8840","14.66664","0.50026","0.5000"
"10.9040","14.58328","0.49964","0.5000"
"10.9240","14.49998","0.49767","0.5000"
"10.9440","14.41668","0.49600","0.5000"
"10.9640","14.33332","0.49576","0.5000"
"10.9840","14.25008","0.49143","0.5000"
"11.0040","14.16672","0.49015","0.5000"
"11.0240","14.08337","0.48840","0.5000"
"11.0440","14.00001","0.48415","0.5000"
"11.0640","13.91660","0.48181","0.5000"
"11.0840","13.83335","0.48068","0.5000"
"11.1040","13.75000","0.47665","0.5000"
"11.1240","13.66664","0.47726","0.5000"
"11.1440","13.58328","0.47537","0.5000"
"11.1640","13.49993","0.47399","0.5000"
"11.1840","13.41663","0.47269","0.5000"
"11.2040","13.33333","0.46910","0.5000"
"11.2240","13.24997","0.46675","0.5000"
"11.2440","13.16667","0.46549","0.5000"
"11.2640","13.08331","0.46346","0.5000"
"11.2840","12.99996","0.46036","0.5000"
"11.3040","12.91666","0.45746","0.5000"
"11.3240","12.83330","0.45581","0.5000"
"11.3440","12.74994","0.45530","0.5000"
"11.3640","12.66664","0.45272","0.5000"
"11.3840","12.58329","0.44881","0.5000"
"11.4040","12.49993","0.44805","0.5000"
"11.4240","12.41663","0.44601","0.5000"
"11.4440","12.33333","0.44447","0.5000"
"11.4640","12.25003","0.44114","0.5000"
"11.4840","12.16667","0.43815","0.5000"
"11.5040","12.08337","0.43727","0.5000"
"11.5240","12.00002","0.43482","0.5000"
"11.5440","11.91666","0.43322","0.5000"
"11.5640","11.83330","0.43098","0.5000"
"11.5840","11.75000","0.42784","0.5000"
"11.6040","11.66665","0.42540","0.5000"
"11.6240","11.58329","0.42274","0.5000"
"11.6440","11.49993","0.41980","0.5000"
"11.6640","11.41658","0.41919","0.5000"
"11.6840","11.33328","0.41654","0.5000"
"11.7040","11.24998","0.41539","0.5000"
"11.7240","11.16662","0.41455","0.5000"
"11.7440","11.08332","0.40821","0.5000"
"11.7640","11.00002","0.40708","0.5000"
"11.7840","10.91666","0.40452","0.5000"
"11.8040","10.83336","0.40131","0.5000"
"11.8240","10.75001","0.40090","0.5000"
"11.8440","10.66665","0.39748","0.5000"
"11.8640","10.58335","0.39573","0.5000"
"11.8840","10.49999","0.39351","0.5000"
"11.9040","10.41664","0.38946","0.5000"
"11.9240","10.33328","0.38661","0.5000"
"11.9440","10.24998","0.38574","0.5000"
"11.9640","10.16668","0.38268","0.5000"
"11.9840","10.08332","0.38259","0.5000"
"12.0040","10.00002","0.38011","0.5000"
"12.0240","9.91672","0.37611","0.5000"
"12.0440","9.83337","0.37284","0.5000"
"12.0640","9.75001","0.36990","0.5000"
"12.0840","9.66671","0.36692","0.5000"
"12.1040","9.58330","0.36357","0.5000"
"12.1240","9.50000","0.36135","0.5000"
"12.1440","9.41664","0.35989","0.5000"
"12.1640","9.33328","0.35955","0.5000"
"12.1840","9.24998","0.35535","0.5000"
"12.2040","9.16663","0.35304","0.5000"
"12.2240","9.08333","0.34950","0.5000"
"12.2440","9.00003","0.34586","0.5000"
"12.2640","8.91673","0.34335","0.5000"
"12.2840","8.83337","0.34064","0.5000"
"12.3040","8.75007","0.33928","0.5000"
"12.3240","8.66666","0.33542","0.5000"
"12.3440","8.58336","0.33320","0.5000"
"12.3640","8.50000","0.33036","0.5000"
"12.3840","8.41664","0.32790","0.5000"
"12.4040","8.33334","0.32670","0.5000"
"12.4240","8.24999","0.32130","0.5000"
"12.4440","8.16663","0.31765","0.5000"
"12.4640","8.08327","0.31611","0.5000"
"12.4840","7.99997","0.31119","0.5000"
"12.5040","7.91662","0.30906","0.5000"
"12.5240","7.83332","0.30635","0.5000"
"12.5440","7.74996","0.30297","0.5000"
"12.5640","7.66666","0.30123","0.5000"
"12.5840","7.58330","0.29622","0.5000"
"12.6040","7.49995","0.29362","0.5000"
"12.6240","7.41665","0.29278","0.5000"
